 Ensembl 	HGNC	N1H1_Pool_1	N1H1_Pool_2	N1H1_Pool_3	P1A8_Pool_1	P1A8_Pool_2	P1A8_Pool_3
RNU6-1339P		0	0	0	0	0	0
RNU6-1085P		0	0	0	0	0	0
RNU6-1112P		0	0	0	0	0	0
RNU6-1097P		0	0	0	0	0	0
RNU6-727P		0	0	0	0	0	0
SNORD118	SNORD118	0	0.72	0	0	0	0
RNA5SP403	RN5S403	0	0	0	0	0	0
RNU6-112P		0	0	0	0	0	0
RN7SKP44		0	0	0	0	0	0
RNA5SP507	RN5S507	0	0	0	0	0	0
RN7SKP162		0	0	0	0	0	0
SNORD115-41	SNORD115-41	0	0	0	0	0	0
SNORD114-28	SNORD114-28	0	0	0	0	0	0
RNU6-1017P		0	0	0	0	0	0
RNU6-1244P		0	0	0	0	0	0
SNORD115-11	SNORD115-11	0	0	0	0	0	0
RNA5SP322	RN5S322	0	0	0	0	0	0
RN7SKP203		0	0	0	0	0	0
RNU6-1205P		0	0	0	0	0	0
SNORD115-5	SNORD115-5	0	0	0	0	0	0
RNA5SP378	RN5S378	0	0	0	0	0	0
RNU6-1214P		0	0	0	0	0	0
RNU6-957P		0	0	0	0	0	0
RNU6-1209P		0	0	0	0	0	0
RNA5SP457	RN5S457	0	0	0	0	0	0
RNU6-1331P		0	0	0	0	0	0
SNORD35B	SNORD35B	0	0	0	0	0	0
SNORA33	SNORA33	0	0	0	0	0	0
RNU6-137P		0	0	0	0	0	0
RNU6-1020P		0	0	0	0	0	0
RNU6-525P		0	0	0	0	0	0
RNU6-103P		0	0	0	0	0	0
RNA5SP429	RN5S429	0	0	0	0	0	0
RNU6-288P		0	0	0	0	0	0
RNU6-640P		0	0	0	0	0	0
SNORD115-39	SNORD115-39	0	0	0	0	0	0
RNU5F-7P	RNU5F-7P	0	0	0	0	0	0
RNU6-829P		0	0	0	0	0	0
RNU6-1284P		0	0	0	0	0	0
RNU6-414P		0	0	0	0	0	0
SNORD115-33	SNORD115-33	0	0	0	0	0	0
RNU6-824P		0	0	0	0	0	0
RNVU1-33		0	0	0	0	0	0
RNA5SP50	RN5S50	0	0	0	0	0	0
SNORD114-11	SNORD114-11	0	0	0	0	0	0
SNORD114-25	SNORD114-25	0	0	0	0	0	0
RNA5SP447	RN5S447	0	0	0	0	0	0
RNU6-1059P		0	0	0	0	0	0
SNORD18A	SNORD18A	0	0	0	0	0	0
RNA5S6	RN5S6	0	0	0	0	0	0
RNA5SP325	RN5S325	0	0	0	0	0	0
SNORD113-7	SNORD113-7	0	0	0	0	0	0
SNORD114-27	SNORD114-27	0	0	0	0	0	0
RNU5F-3P	RNU5F-3P	0	0	0	0	0	0
SNORD115-37	SNORD115-37	0	0	0	0	0	0
RNU6-1210P		0	0	0	0	0	0
RNU6-226P		0	0	0	0	0	0
RNA5SP114	RN5S114	0	0	0	0	0	0
RNU4-92P		0	0	0	0	0	0
SNORA5B	SNORA5B	0	0	0	0	0	0
SNORD116-10	SNORD116-10	0	0	0	0	0	0
RNU6-1188P		0	0	0	0	0	0
RNU6-912P		0	0	0	0	0	0
RN7SKP174		0	0	0	0	0	0
SNORD115-4	SNORD115-4	0	0	0	0	0	0
RNU6-263P		0	0	0	0	0	0
RNU6-379P		0	0	0	0	0	0
RNY3P3	RNY3P3	0	0	0	0	0	0
RNA5SP335	RN5S335	0	0	0	0	0	0
RNU6-674P		0	0	0	0	0	0
RNU6-873P		0	0	0	0	0	0
RN7SKP93		0	0	0	0	0	0
RNA5SP27	RN5S27	0	0	0	0	0	0
RNA5SP28	RN5S28	0	0	0	0	0	0
RNU6-682P		0	0	0	0	0	0
RN7SKP103		0	0	0	0	0	0
RNA5SP260	RN5S260	0	0	0	0	0	0
RNU6-931P		0	0	0	0	0	0
SNORD115-8	SNORD115-8	0	0	0	0	0	0
RNU6-271P		0	0	0	0	0	0
RNU1-124P		0	0	0	0	0	0
RNU6-194P		0	0	0	0	0	0
RNA5SP472	RN5S472	0	0	0	0	0	0
RNA5SP161	RN5S161	0	0	0	0	0	0
RNU1-31P		0	0	0	0	0	0
RNA5SP68	RN5S68	0	0	0	0	0	0
RNU6-236P		0	0	0	0	0	0
SNORD115-16	SNORD115-16	0	0	0	0	0	0
RNU6-884P		0	0	0	0	0	0
RN7SKP113		0	0	0	0	0	0
RNU6-961P		0	0	0	0	0	0
RNU6-478P		0	0	0	0	0	0
RNU6-105P		0	0	0	0	0	0
RN7SKP180		0	0	0	0	0	0
SNORD8	SNORD8	0	0	0	0	0	0
RNA5SP234	RN5S234	0	0	0	0	0	0
RNU1-65P		0	0	0	0	0	0
RNU6-631P		0	0	0	0	0	0
SNORA80A	SNORA80	0	1	0	1	0	0
RNU4-1	RNU4-1	0	1	0	0	0	0
RNU6-753P		0	0	0	0	0	0
RNU6-770P		0	0	0	0	0	0
RNU1-130P		0	0	0	0	0	0
SNORD115-28	SNORD115-28	0	0	0	0	0	0
RNA5SP275	RN5S275	0	0	0	0	0	0
RNU1-32P		0	0	0	0	0	0
SNORD115-6	SNORD115-6	0	0	0	0	0	0
RNU6-595P		0	0	0	0	0	0
RNU6-1091P		0	0	0	0	0	0
SNORA38	SNORA38	0	0	0	0	0	0
RNU6-899P		0	0	0	0	0	0
RNU6-1204P		0	0	0	0	0	0
SNORD114-2	SNORD114-2	0	0	0	0	0	0
RNU6-324P		0	0	0	0	0	0
RN7SKP134		0	0	0	0	0	0
SNORD36B	SNORD36B	0	0	0	0	0	0
SNORD114-4	SNORD114-4	0	0	0	0	0	0
RNA5SP48	RN5S48	0	0	0	0	0	0
RNU6-82P	RNU6-82	0	0	0	0	0	0
RNA5SP499	RN5S499	0	0	0	0	0	0
RN7SKP36		0	0	0	0	0	0
RNU6-457P		0	0	0	0	0	0
RNU6-810P		0	0	0	0	0	0
RNA5SP456	RN5S456	0	0	0	0	0	0
RNA5SP399	RN5S399	0	0	0	0	0	0
RNU6-340P		0	0	0	0	0	0
RNU6-560P		0	0	0	0	0	0
SNORD14E	SNORD14E	0	0	0	0	0	0
RNU6-681P		0	0	0	0	0	0
RNU1-146P		0	0	0	0	0	0
RNU6-598P		0	0	0	0	0	0
RNU4-13P		0	0	0	0	0	0
RNA5SP99	RN5S99	0	0	0	0	0	0
RNU6-944P		0	0	0	0	0	0
RN7SKP245		0	0	0	0	0	0
RNU6-1243P		0	0	0	0	0	0
RNU6-627P		0	0	0	0	0	0
RNU1-42P		0	0	0	0	0	0
RNU6-854P		0	0	0	0	0	0
SNORD46	SNORD46	0	0	0	0	0	0
RNA5SP435	RN5S435	0	0	0	0	0	0
RNU6-553P		0	0	0	0	0	0
RNU6-1048P		0	0	0	0	0	0
RNU6-960P		0	0	0	0	0	0
RNU6-1090P		0	0	0	0	0	0
RNU6-694P		0	0	0	0	0	0
RNU6-501P		0	0	0	0	0	0
SNORD115-32	SNORD115-32	0	0	0	0	0	0
RNU6-801P		0	0	0	0	0	0
SNORA74A	SNORA74A	0	0	0	0	0	0
RNU6-289P		0	0	0	0	0	0
RNU5A-8P	RNU5A-8P	0	0	0	0	0	0
RNU4-87P		0	0	0	0	0	0
RNU1-7P		0	0	0	0	0	0
SNORA3A	SNORA3	0	0	0	0	0	0
RNA5SP493	RN5S493	0	0	0	0	0	0
RNU6-819P		0	0	0	0	0	0
SNORD115-30	SNORD115-30	0	0	0	0	0	0
RNVU1-34		0	0	0	0	0	0
RNA5SP516	RN5S516	0	0	0	0	0	0
RNU6-270P		0	0	0	0	0	0
RN7SKP224		0	0	0	0	0	0
RNA5SP232	RN5S232	0	0	0	0	0	0
RNU6-280P		0	0	0	0	0	0
RNU6-374P		0	0	0	0	0	0
RNU6-151P		0	0	0	0	0	0
RNU6-704P		0	0	0	0	0	0
RNU1-96P		0	0	0	0	0	0
RNA5SP469	RN5S469	0	0	0	0	0	0
RNA5SP242	RN5S242	0	0	0	0	0	0
RNU6-268P		0	0	0	0	0	0
RNU6-668P		0	0	0	0	0	0
RNA5SP336	RN5S336	0	0	0	0	0	0
RNU6-461P		0	0	0	0	0	0
RN7SKP280		0	0	0	0	0	0
RNU4-84P		0	0	0	0	0	0
RNU4-51P		0	0	0	0	0	0
RNU6-188P		0	0	0	0	0	0
RN7SKP214		0	0	0	0	0	0
RNU6-173P		0	0	0	0	0	0
RNA5SP394	RN5S394	0	0	0	0	0	0
RNU6-266P		0	0	0	0	0	0
RNA5SP387	RN5S387	0	0	0	0	0	0
RNU6-366P		0	0	0	0	0	0
RNY1	RNY1	0	0	0	0	0	0
RNU6-11P		0	0	0	0	0	0
RNA5SP245	RN5S245	0	0	0	0	0	0
RNU6-647P		0	0	0	0	0	0
RNU1-33P		0	0	0	0	0	0
RNY1P12		0	0	0	0	0	0
SNORA58B		0	0	0	0	0	0
RNU6-777P		0	0	0	0	0	0
RNU6-353P		0	0	0	0	0	0
RN7SKP128		0	0	0	0	0	0
RNU1-151P		0	0	0	0	0	0
SNORD115-42	SNORD115-42	0	0	0	0	0	0
RNA5SP175	RN5S175	0	0	0	0	0	0
RNA5SP42	RN5S42	0	0	0	0	0	0
RNU6-371P		0	0	0	0	0	0
RNU1-24P	RNU1-24P	0	0	0	0	0	0
RNU6-454P		0	0	0	0	0	0
RNU6-1229P		0	0	0	0	0	0
RNA5SP368	RN5S368	0	0	0	0	0	0
RNU1-132P		0	0	0	0	0	0
RNU6-853P		0	0	0	0	0	0
RNU6-1322P		0	0	0	0	0	0
RNU6-115P		0	0	0	0	0	0
RNU6-670P		0	0	0	0	0	0
RNVU1-3		0	0	0	0	0	0
RNU4-68P		0	0	0	0	0	0
RNA5SP202	RN5S202	0	0	0	0	0	0
RNU4-33P		0	0	0	0	0	0
RNU6-879P		0	0	0	0	0	0
RN7SKP118		0	0	0	0	0	0
RNU4-40P		0	0	0	0	0	0
RNU6-1305P		0	0	0	0	0	0
SNORA63D		0	0	0	0	0	0
RNU4-50P		0	0	0	0	0	0
SNORD114-9	SNORD114-9	0	0	0	0	0	0
RNU6-978P		0	0	0	0	0	0
RNY1P1	RNY1P1	0	0	0	0	0	0
RNU6-654P		0	0	0	0	0	0
RNU4-10P	RNU4-10P	0	0	0	0	0	0
RNU6-990P		0	0	0	0	0	0
RNU6-1075P		0	0	0	0	0	0
SNORD114-6	SNORD114-6	0	0	0	0	0	0
SNORD73B		0	0	0	0	0	0
RNU6-755P		0	0	0	0	0	0
RNU1-112P		0	0	0	0	0	0
RNA5SP192	RN5S192	0	0	0	0	0	0
RNA5SP524		0	0	0	0	0	0
RNU6-1047P		0	0	0	0	0	0
RN7SKP76		0	0	0	0	0	0
RNU1-34P		0	0	0	0	0	0
RNU6-153P		0	0	0	0	0	0
RNU6-1019P		0	0	0	0	0	0
RNU4-41P		0	0	0	0	0	0
RNU6-1164P		0	0	0	0	0	0
SNORD115-27	SNORD115-27	0	0	0	0	0	0
RNA5SP130	RN5S130	0	0	0	0	0	0
SNORA65	SNORA65	0	0	0	0	0	0
RNU6-512P		0	0	0	0	0	0
RNA5SP72	RN5S72	0	0	0	0	0	0
RN7SKP227		0	0	0	0	0	0
RNU4-59P		0	0	0	0	0	0
SNORD114-30	SNORD114-30	0	0	0	0	0	0
RNA5S9	RN5S9	0	0	0	0	0	0
RNU6-361P		0	0	0	0	0	0
RNA5SP142	RN5S142	0	0	0	0	0	0
SNORD115-22	SNORD115-22	0	0	0	0	0	0
SNORD32B	SNORD32B	0	0	0	0	0	0
SNORD115-23	SNORD115-23	0	0	0	0	0	0
RNU6-421P		0	0	0	0	0	0
RNU4-38P		0	0	0	0	0	0
RNA5SP69	RN5S69	0	0	0	0	0	0
RNU105B	RNU105B	0	0	0	0	0	0
RNA5S14	RN5S14	0	0	0	0	0	0
RNA5SP500	RN5S500	0	0	0	0	0	0
RNA5SP433	RN5S433	0	0	0	0	0	0
RN7SKP37		0	0	0	0	0	0
RNU6-522P		0	0	0	0	0	0
RNU6-1251P		0	0	0	0	0	0
RNU4-76P		0	0	0	0	0	0
RNU6-558P		0	0	0	0	0	0
RNU6-1163P		0	0	0	0	0	0
SNORA68B		0	0	0	0	0	0
RNU6-1141P		0	0	0	0	0	0
RNU6-1078P		0	0	0	0	0	0
RNA5SP140	RN5S140	0	0	0	0	0	0
RN7SKP257		0	0	0	0	0	0
SNORD14B	SNORD14B	0	0	0	0	0	0
RNA5SP141	RN5S141	0	0	0	0	0	0
RNA5SP204	RN5S204	0	0	0	0	0	0
RNA5SP512	RN5S512	0	0	0	0	0	0
RN7SKP246		0	0	0	0	0	0
RN7SKP71		0	0	0	0	0	0
RNU6-1277P		0	0	0	0	0	0
RNU6-335P		0	0	0	0	0	0
RNU4-24P		0	0	0	0	0	0
RNU6-660P		0	0	0	0	0	0
RNU4-67P		0	0	0	0	0	0
RNA5SP515	RN5S515	0	0	0	0	0	0
RNU6-646P		0	0	0	0	0	0
RNU6-309P		0	0	0	0	0	0
RNU6-1082P		0	0	0	0	0	0
RNA5SP509	RN5S509	0	0	0	0	0	0
SNORA63C		0	0	0	0	0	0
RNU6-1317P		0	0	0	0	0	0
SNORA55	SNORA55	0	0	0	0	0	0
RNU4-4P	RNU4-4P	0	0	0	0	0	0
RNA5SP379	RN5S379	0	0	0	0	0	0
RNY4P7	RNY4P7	0	0	0	0	0	0
RNU6-164P		0	0	0	0	0	0
RNA5SP353	RN5S353	0	0	0	0	0	0
SNORD115-17	SNORD115-17	0	0	0	0	0	0
SNORD45B	SNORD45B	0	0	0	0	0	0
RNU4-75P		0	0	0	0	0	0
RNA5SP78	RN5S78	0	0	0	0	0	0
RNU1-141P		0	0	0	0	0	0
RN7SKP275		0	1	0	2	0	0
RNU6-312P		0	0	0	0	0	0
RN7SKP217		0	0	0	0	0	0
SNORA71C	SNORA71C	0	0	0	0	0	0
RNU6-707P		0	0	0	0	0	0
RNA5SP205	RN5S205	0	0	0	0	0	0
RNU6-450P		0	0	0	0	0	0
RNA5SP478	RN5S478	0	0	0	0	0	0
RNA5SP194	RN5S194	0	0	0	0	0	0
RN7SKP237		0	0	0	0	0	0
SNORA16B	SNORA16B	0	0	0	0	0	0
RNU4-85P		0	0	0	0	0	0
RNU6-726P		0	0	0	0	0	0
SNORD114-15	SNORD114-15	0	0	0	0	0	0
RNVU1-6		0	0	0	0	0	0
RN7SKP50		0	0	0	0	0	0
RNA5SP510	RN5S510	0	0	0	0	0	0
SNORD114-17	SNORD114-17	0	0	0	0	0	0
RNU4-56P		0	0	0	0	0	0
RNU6-343P		0	0	0	0	0	0
RN7SKP78		0	0	0	0	0	0
RN7SKP191		0	0	0	0	0	0
RNU6-593P		0	0	0	0	0	0
RNA5S2	RN5S2	0	0	0	0	0	0
RNU6-99P		0	0	0	0	0	0
RNA5SP517	RN5S517	0	0	0	0	0	0
RNA5SP132	RN5S132	0	0	0	0	0	0
RNU6-219P		0	0	0	0	0	0
RN7SKP124		0	0	0	0	0	0
RNU6-740P		0	0	0	0	0	0
RNU4-16P		0	0	0	0	0	0
RNU4-42P		0	0	0	0	0	0
RNU4-28P		0	0	0	0	0	0
RNA5SP84	RN5S84	0	0	0	0	0	0
RN7SKP15		0	0	0	0	0	0
RNU6-200P		0	0	0	0	0	0
RNU1-91P		0	0	0	0	0	0
RNA5SP51	RN5S51	0	0	0	0	0	0
RNU6-621P		0	0	0	0	0	0
RNU6-923P		0	0	0	0	0	0
RNU4-7P	RNU4-7P	0	0	0	0	0	0
SNORD115-48	SNORD115-48	0	0	0	0	0	0
RNY4P16	RNY4P16	0	0	0	0	0	0
RN7SKP28		0	0	0	0	0	0
RNU6-1187P		0	0	0	0	0	0
RNU6-865P		0	0	0	0	0	0
SNORA14A	SNORA14A	0	0	0	0	0	0
RNU4-91P		0	0	0	0	0	0
RNY4P34		0	0	0	0	0	0
RNU6-7		0	0	0	0	0	0
RNU6-283P		0	0	0	0	0	0
RNU12-2P	RNU12-2P	0	0	0	0	0	0
RNU6-60P	RNU6-60	0	0	0	0	0	0
RN7SKP6	RN7SKP6	0	0	0	0	0	0
RNA5SP90	RN5S90	0	0	0	0	0	0
SNORD113-4	SNORD113-4	0	0	0	0	0	0
SNORD32A	SNORD32A	0	0	0	0	0	0
SNORD115-15	SNORD115-15	0	0	0	0	0	0
RN7SKP239		0	0	0	0	0	0
RNU6-1107P		0	0	0	0	0	0
SNORD114-29	SNORD114-29	0	0	0	0	0	0
RNY1P2	RNY1P2	0	0	0	0	0	0
RNA5SP334	RN5S334	0	0	0	0	0	0
RNVU1-24		0	0	0	0	0	0
SNORD113-3	SNORD113-3	0	0	0	0	0	0
RNA5SP396	RN5S396	0	0	0	0	0	0
RNU6-818P		0	0	0	0	0	0
RNA5SP359	RN5S359	0	0	0	0	0	0
RNU6-686P		0	0	0	0	0	0
RNU6-1303P		0	0	0	0	0	0
RNA5SP125	RN5S125	0	0	0	0	0	0
RN7SKP133		0	0	0	0	0	0
RNU6-304P		0	0	0	0	0	0
RNA5SP173	RN5S173	0	0	0	0	0	0
RNA5SP479	RN5S479	0	0	0	0	0	0
RNA5SP160	RN5S160	0	0	0	0	0	0
RNU1-133P		0	0	0	0	0	0
RNU6-563P		0	0	0	0	0	0
RNU6-34P		0	0	0	0	0	0
RNU6-828P		0	0	0	0	0	0
RNU6-534P		0	0	0	0	0	0
SNORD52	SNORD52	0	0	0	0	0	0
RN7SKP55		0	0	0	0	0	0
RNU6-336P		0	0	0	0	0	0
RNA5SP267	RN5S267	0	0	0	0	0	0
RNA5SP302	RN5S302	0	0	0	0	0	0
RNU6-384P		0	0	0	0	0	0
SNORA5C	SNORA5C	0	0	0	0	0	0
RNU6-1325P		0	0	0	0	0	0
RNU6-275P		0	0	0	0	0	0
RN7SKP226		0	0	0	0	0	0
SNORD117	SNORD117	0	0	0	0	0	0
RNU6-1071P		0	0	0	0	0	0
RNA5SP189	RN5S189	0	0	0	0	0	0
RNU6-392P		0	0	0	0	0	0
RNU5E-4P	RNU5E-4P	0	0	0	0	0	0
RNU6-1180P		0	0	0	0	0	0
RNU4-8P	RNU4-8P	0	0	0	0	0	0
RNA5SP488	RN5S488	0	0	0	0	0	0
RNU6-915P		0	0	0	0	0	0
RNU6-526P		0	0	0	0	0	0
RNY4P17	RNY4P17	0	0	0	0	0	0
RNU4-9P	RNU4-9P	0	0	0	0	0	0
RNA5SP149	RN5S149	0	0	0	0	0	0
SNORD48	SNORD48	0	0	0	0	0	0
RNU6-1131P		0	0	0	0	0	0
RNU6-867P		0	0	0	0	0	0
SNORD115-1	SNORD115-1	0	0	0	0	0	0
SNORD114-3	SNORD114-3	0	0	0	0	0	0
RNA5SP166	RN5S166	0	0	0	0	0	0
SNORD31B		0	0	0	0	0	0
RNU6-702P		0	0	0	0	0	0
RNA5SP331	RN5S331	0	0	0	0	0	0
RNA5SP298	RN5S298	0	0	0	0	0	0
RNU6-294P		0	0	0	0	0	0
RN7SKP178		0	0	0	0	0	0
RNU6-967P		0	0	0	0	0	0
RN7SKP153		0	0	0	0	0	0
SNORD114-24	SNORD114-24	0	0	0	0	0	0
RNY1P13		0	0	0	0	0	0
RN7SKP48		0	0	0	0	0	0
SNORD115-38	SNORD115-38	0	0	0	0	0	0
RNU6-590P		0	0	0	0	0	0
RNU1-140P		0	0	0	0	0	0
RN7SKP189		0	0	0	0	0	0
RNU6-1022P		0	0	0	0	0	0
RNA5SP442	RN5S442	0	0	0	0	0	0
RNU1-43P		0	0	0	0	0	0
RNA5SP485	RN5S485	0	0	0	0	0	0
RNA5S15	RN5S15	0	0	0	0	0	0
RNA5SP172	RN5S172	0	0	0	0	0	0
RNA5SP224	RN5S224	0	0	0	0	0	0
RNA5SP363	RN5S363	0	0	0	0	0	0
SNORD115-10	SNORD115-10	0	0	0	0	0	0
SNORD113-9	SNORD113-9	0	0	0	0	0	0
RNU6-673P		0	0	0	0	0	0
RNY3P1	RNY3P1	0	0	0	0	0	0
RNA5SP126	RN5S126	0	0	0	0	0	0
RNA5-8SP4	RN5-8S4	0	0	0	0	0	0
RN7SKP22		0	0	0	0	0	0
RNA5SP138	RN5S138	0	0	0	0	0	0
SNORD115-20	SNORD115-20	0	0	0	0	0	0
SNORD115-35	SNORD115-35	0	0	0	0	0	0
SNORA23	SNORA23	0	0	1	0	0	0
RNA5SP428	RN5S428	0	0	0	0	0	0
RNU1-36P		0	0	0	0	0	0
RNU6-619P		0	0	0	0	0	0
RNU6-806P		0	0	0	0	0	0
RNU6-934P		0	0	0	0	0	0
RNU6-1240P		0	0	0	0	0	0
RNU6-1134P		0	0	0	0	0	0
RNU6-580P		0	0	0	0	0	0
SNORD38A	SNORD38A	0	0	0	0	0	0
RNU6-399P		0	0	0	0	0	0
RNU6-215P		0	0	0	0	0	0
RNA5SP223	RN5S223	0	0	0	0	0	0
RNA5SP324	RN5S324	0	0	0	0	0	0
RNU6-391P		0	0	0	0	0	0
RNU6-382P		0	0	0	0	0	0
RNA5SP152	RN5S152	0	0	0	0	0	0
RNA5SP19	RN5S19	0	0	0	0	0	0
RN7SKP80		0	0	0	3	0	0
RNA5SP455	RN5S455	0	0	0	0	0	0
RNA5SP79	RN5S79	0	0	0	0	0	0
RNU4-66P		0	0	0	0	0	0
RNU6-1175P		0	0	0	0	0	0
RNU6-715P		0	0	0	0	0	0
RNU6-1280P		0	0	0	0	0	0
RNU6-290P		0	0	0	0	0	0
RNU6-1306P		0	0	0	0	0	0
SNORD58C	SNORD58C	0	0	0	0	0	0
RNU6-1172P		0	0	0	0	0	0
RNU6-234P		0	0	0	0	0	0
RNU4-12P		0	0	0	0	0	0
VTRNA1-2	VTRNA1-2	0	0	0	0	0	0
RNU6-690P		0	0	0	0	0	0
RNU6-302P		0	0	0	0	0	0
RNU1-100P		0	0	0	0	0	0
SNORD114-18	SNORD114-18	0	0	0	0	0	0
RNA5SP329	RN5S329	0	0	0	0	0	0
RNU6-407P		0	0	0	0	0	0
RNY4P28	RNY4P28	0	0	0	0	0	0
RNU4-11P		0	0	0	0	0	0
RNU6-742P		0	0	0	0	0	0
RNU5E-7P	RNU5E-7P	0	0	0	0	0	0
RNU1-114P		0	0	0	0	0	0
RNU6-1327P		0	0	0	0	0	0
RNA5-8SP5	RN5-8S5	0	0	0	0	0	0
RNU6-1283P		0	0	0	0	0	0
RNU6-497P		0	0	0	0	0	0
RNA5SP355	RN5S355	0	0	0	0	0	0
SNORD115-31	SNORD115-31	0	0	0	0	0	0
SNORA30B		0	0	0	0	0	0
SNORD113-1	SNORD113-1	0	0	0	0	0	0
RNU1-115P		0	0	0	0	0	0
RNU6-1034P		0	0	0	0	0	0
RNU6-169P		0	0	0	0	0	0
RNU1-51P		0	0	0	0	0	0
RN7SKP47		0	0	0	0	0	0
RNA5SP240	RN5S240	0	0	0	0	0	0
RNU6-282P		0	0	0	0	0	0
RNU6-1138P		0	0	0	0	0	0
RNU6-53P	RNU6-53	0	0	0	0	0	0
RNU6-396P		0	0	0	0	0	0
RNU6-737P		0	0	0	0	0	0
RN7SKP186		0	0	0	0	0	0
RNU6-1276P		0	0	0	0	0	0
RNU6-728P		0	0	0	0	0	0
RNU5E-5P	RNU5E-5P	0	0	0	0	0	0
SNORD14C	SNORD14C	0	0	0	0	0	0
RNA5S16	RN5S16	0	0	0	0	0	0
RNU6-1318P		0	0	0	0	0	0
RN7SKP69		0	0	0	0	0	0
SNORD115-44	SNORD115-44	0	0	0	0	0	0
RNA5SP22	RN5S22	0	0	0	0	0	0
RNA5SP77	RN5S77	0	0	0	0	0	0
RNU6-596P		0	0	0	0	0	0
RNA5SP235	RN5S235	0	0	0	0	0	0
RNU6-117P		0	0	0	0	0	0
RNA5SP37	RN5S37	0	0	0	0	0	0
RNU6-1335P		0	0	0	0	0	0
RNY3P12		0	0	0	0	0	0
RNU6-487P		0	0	0	0	0	0
RNU6-1130P		0	0	0	0	0	0
RNU6-996P		0	0	0	0	0	0
RNU1-64P		0	0	0	0	0	0
SNORD6	SNORD6	0	0	0	0	0	0
RNU1-84P		0	0	0	0	0	0
RNA5SP131	RN5S131	0	0	0	0	0	0
RNA5SP366	RN5S366	0	0	0	0	0	0
RNU6-609P		0	0	0	0	0	0
RNA5SP167	RN5S167	0	0	0	0	0	0
RNU6-359P		0	0	0	0	0	0
RNU6-8		0	0	0	0	0	0
RNU4-45P		0	0	0	0	0	0
RNU6-1051P		0	0	0	0	0	0
RN7SKP208		0	0	0	0	0	0
RNU1-16P	RNU1-16P	0	0	0	0	0	0
RNU6-326P		0	0	0	0	0	0
RN7SKP204		0	0	0	0	0	0
RNY3	RNY3	0	0	0	0	0	0
RNA5SP277	RN5S277	0	0	0	0	0	0
RNU6-652P		0	0	0	0	0	0
RN7SKP249		0	0	0	0	0	0
SNORA62		0.45	0	0	0	0	0
SNORD115-43	SNORD115-43	0	0	0	0	0	0
SNORA25B		0	0	0	0	0	0
RNU1-55P		0	0	0	0	0	0
RNA5SP279	RN5S279	0	0	0	0	0	0
RNA5SP211	RN5S211	0	0	0	0	0	0
RN7SKP1	RN7SKP1	0	0	0	0	0	0
RNU6-61P	RNU6-61	0	0	0	0	0	0
SNORD82	SNORD82	0	0	0	0	0	0
RN7SKP187		0	0.81	0	0	0	0
RNVU1-21		0	0	0	0	0	0
RNA5SP259	RN5S259	0	0	0	0	0	0
RNY3P13		0	0	0	0	0	0
RN7SKP269		0	0	0	1	0	0
RNU6-827P		0	0	0	0	0	0
RNU6-744P		0	0	0	0	0	0
RNU4-48P		0	0	0	0	0	0
RNA5SP88	RN5S88	0	0	0	0	0	0
RNU6-438P		0	0	0	0	0	0
RNU6-54P	RNU6-54	0	0	0	0	0	0
RNY4P10	RNY4P10	0	0	0	0	0	0
RNU5E-6P	RNU5E-6P	0	0	0	0	0	0
RNU6-669P		0	0	0	0	0	0
RNU4-17P		0	0	0	0	0	0
RNU4-20P		0	0	0	0	0	0
RNA5SP248	RN5S248	0	0	0	0	0	0
RN7SKP81		0	0	0	0	0	0
RNA5SP283	RN5S283	0	0	0	0	0	0
RNU6-499P		0	0	0	0	0	0
RNU6-597P		0	0	0	0	0	0
RNU6-716P		0	0	0	0	0	0
RNU6-898P		0	0	0	0	0	0
SNORD115-36	SNORD115-36	0	0	0	0	0	0
RNA5SP151	RN5S151	0	0	0	0	0	0
SNORD34	SNORD34	0	0	0	0	0	0
RN7SKP230		0	0	0	0	0	0
RNU6-805P		0	0	0	0	0	0
VTRNA1-3	VTRNA1-3	0	0	0	0	0	0
RNA5S7	RN5S7	0	0	0	0	0	0
RNA5S13	RN5S13	0	0	0	0	0	0
RNU6-650P		0	0	0	0	0	0
SNORD18B	SNORD18B	0	0	0	0	0	0
RNU6-395P		0	0	0	0	0	0
RNU6-1329P		0	0	0	0	0	0
RNU4-2	RNU4-2	0	0	0	0	3	1
MIR539	MIR539	0	0	0	0	0	0
MIR146B	MIR146B	0	0	0	0	0	0
MIR582	MIR582	0	0	0	0	0	0
MIR488	MIR488	0	0	0	0	0	0
KIAA1671-AS1		0	0	0	0	0	0
TDRKH-AS1		6.71	6.74	12.63	31.96	36.65	27.88
FAM78B-AS1		0	0	0	0	0	0
CARNMT1-AS1		0	1	2	1	0	0
ZNF525	ZNF525	789.38	665.41	636.36	485	602	664.27
LINC01562		0	0	0	0	0	0
GPR160P1		0	0	0	0	0	0
SNF8P1		0	0	0	0	0	0
SHISA5P2		0	0	0	0	1	0
OR6C71P	OR6C71P	0	0	0	0	0	0
ACTBP6	ACTBP6	0	0	0	0	0	0
BTBD7P1		0	0	0	38	44	39
FAM32BP	FAM32B	0	0	0	0	0	0
E2F3P2		0	2	1	0	1	1
LINC00449	LINC00449	6	2	2	7	2	1
SUGCT-AS1		0	1	0	0	0	0
INF2	INF2	1860	1820	1769	2140	1946	2039
HMGB1P39	HMGB1P39	0	0	0	2	0	0
PDCD4-AS1		69	74	67	76	58	79
