NAME	Description	mir130_1	Control_1	mir130_2	Control_2	mir130_3	Control_3
PUF60	ENSG00000179950.9	17608	16769	20432	14879	11741	14950
RP11-299M14.2	ENSG00000255343.1	3	0	1	2	0	0
NRBP2	ENSG00000185189.11	165	240	83	157	40	41
EPPK1	ENSG00000227184.3	14	10	7	25	8	7
PLEC	ENSG00000178209.10	325	280	188	502	17	43
PARP10	ENSG00000178685.9	563	935	269	771	14	40
GRINA	ENSG00000178719.12	1156	1133	237	579	156	277
SPATC1	ENSG00000186583.7	0	0	0	1	0	2
CTD-3065J16.6	ENSG00000204791.4	5	2	1	2	0	3
OPLAH	ENSG00000178814.11	313	396	54	121	2	12
CTD-3065J16.9	ENSG00000255224.1	50	70	64	48	54	74
EXOSC4	ENSG00000178896.6	2699	2645	2562	1978	3211	2748
GPAA1	ENSG00000197858.6	9604	10746	5590	7646	405	2770
CYC1	ENSG00000179091.4	27022	22952	22033	17175	22106	24977
SHARPIN	ENSG00000179526.12	2675	2687	1982	2091	690	1869
MAF1	ENSG00000179632.5	3475	3645	2916	3819	792	3012
KIAA1875	ENSG00000179698.9	6	18	2	19	0	1
FAM203A	ENSG00000235173.2	87	64	70	95	2	7
MROH1	ENSG00000179832.13	364	351	143	409	46	78
KM-PA-2	ENSG00000204775.4	2	0	0	2	0	0
FAM203B	ENSG00000230567.3	0	0	1	1	0	0
CTD-3232M19.2	ENSG00000204771.5	0	0	1	1	0	1
BOP1	ENSG00000170727.7	430	466	460	488	14	106
SCXA	ENSG00000188686.2	0	0	2	0	0	0
HSF1	ENSG00000185122.6	2969	2874	1229	1766	98	429
GS1-393G12.12	ENSG00000254690.1	13	21	10	21	2	5
DGAT1	ENSG00000185000.5	2053	2013	1924	1735	542	1424
SCRT1	ENSG00000170616.9	0	0	0	0	0	1
TMEM249	ENSG00000214597.4	1	0	0	1	0	1
TMEM249	ENSG00000271698.1	1	0	0	1	0	0
SLC52A2	ENSG00000185803.4	1299	1313	986	1338	76	260
FBXL6	ENSG00000182325.6	747	723	662	775	40	171
ADCK5	ENSG00000173137.7	414	435	400	411	60	262
CPSF1	ENSG00000071894.10	2334	4082	1765	4686	289	581
GS1-393G12.14	ENSG00000272115.1	2	5	2	1	0	0
SLC39A4	ENSG00000147804.5	1989	2295	1689	1737	1553	1652
VPS28	ENSG00000160948.9	3569	3643	2504	3153	1904	2686
TONSL	ENSG00000160949.12	954	1648	615	2001	108	178
AC084125.4	ENSG00000232600.2	4	3	0	5	0	0
CYHR1	ENSG00000187954.8	1366	1733	773	1236	188	488
KIFC2	ENSG00000167702.7	105	152	22	62	1	8
FOXH1	ENSG00000160973.7	0	1	0	0	0	0
PPP1R16A	ENSG00000160972.5	332	426	184	298	79	109
CTD-2517M22.14	ENSG00000255182.1	2	2	1	0	2	1
CTD-2517M14.5	ENSG00000261139.1	3	5	0	2	0	0
GPT	ENSG00000167701.9	2	4	2	3	1	0
MFSD3	ENSG00000167700.4	1485	1359	1173	1246	60	316
RECQL4	ENSG00000160957.8	1746	2890	1046	2899	98	196
LRRC14	ENSG00000160959.3	801	807	576	1096	54	234
C8orf82	ENSG00000213563.2	1838	1810	901	1290	75	174
ARHGAP39	ENSG00000147799.7	13	10	2	23	3	3
AC084125.3	ENSG00000265295.1	1	0	1	2	0	0
AF186192.5	ENSG00000255085.4	10	2	0	0	0	0
AF186192.6	ENSG00000263612.1	0	0	2	0	0	0
ZNF251	ENSG00000198169.4	434	542	353	544	202	440
ZNF34	ENSG00000196378.7	610	572	452	437	567	802
RPL8	ENSG00000161016.11	18590	24838	16877	21261	12456	18159
ZNF517	ENSG00000197363.5	36	60	27	73	22	20
ZNF7	ENSG00000147789.11	1733	1855	1856	1978	1764	2102
COMMD5	ENSG00000170619.8	1657	1518	1277	1435	713	989
ZNF250	ENSG00000196150.9	1038	1073	1023	988	982	1343
ZNF16	ENSG00000170631.10	609	890	695	870	312	638
ZNF252P	ENSG00000196922.6	1692	1084	797	1249	810	612
RP5-1047A19.4	ENSG00000255164.1	0	1	0	0	0	0
ZNF252P-AS1	ENSG00000255559.1	9	9	8	18	8	26
AC139103.1	ENSG00000255000.1	1	1	0	0	0	1
C8orf33	ENSG00000182307.8	6432	6306	8064	7369	3943	4946
DDX11L5	ENSG00000236875.2	3	16	7	14	6	6
XXyac-YRM2039.2	ENSG00000181404.13	137	192	86	155	36	92
MIR1302-2	ENSG00000227518.2	15	11	22	17	11	23
FAM138C	ENSG00000218839.3	0	0	0	3	0	0
RP11-143M1.2	ENSG00000225655.1	0	0	1	0	0	0
FOXD4	ENSG00000170122.4	0	8	0	5	1	2
CBWD1	ENSG00000172785.14	5978	3898	5934	5359	10971	5369
C9orf66	ENSG00000183784.5	129	153	161	181	162	151
DOCK8	ENSG00000107099.11	1839	2835	2628	3866	2155	2316
RP11-59O6.3	ENSG00000235880.1	0	0	0	4	1	5
RP11-165F24.3	ENSG00000227155.3	19	12	28	16	24	9
KANK1	ENSG00000107104.14	526	891	1344	1525	350	810
RP11-165F24.2	ENSG00000235330.2	1	6	7	4	8	3
RP11-165F24.5	ENSG00000228115.1	1	0	1	0	0	0
RP11-31F19.1	ENSG00000226403.1	0	5	4	1	3	4
RP11-130C19.3	ENSG00000227914.3	1	0	0	0	2	3
SMARCA2	ENSG00000080503.15	3396	5286	5147	7606	5207	7450
RP11-264I13.2	ENSG00000236199.1	170	198	127	228	235	285
RNU2-25P	ENSG00000222973.1	1	1	2	6	0	0
RP11-125B21.2	ENSG00000236404.4	16	33	14	9	45	73
RP11-91N2.3	ENSG00000231052.1	0	1	0	0	0	0
VLDLR	ENSG00000147852.11	585	794	186	300	688	806
KCNV2	ENSG00000168263.8	5	16	23	15	3	13
KIAA0020	ENSG00000080608.9	11926	9474	13228	11452	18129	10376
RP11-255J3.2	ENSG00000236496.2	30	41	19	15	27	32
RP11-255J3.3	ENSG00000229184.2	3	2	8	6	7	1
CARM1P1	ENSG00000227835.4	8	1	10	2	5	11
RFX3	ENSG00000080298.11	317	313	302	413	489	478
RP11-62E14.2	ENSG00000215297.3	0	1	0	0	0	0
AL365202.1	ENSG00000203286.4	7	5	12	14	14	12
RP11-509J21.1	ENSG00000232104.2	31	25	26	37	56	60
RP11-509J21.2	ENSG00000237359.1	3	1	6	4	6	1
RP11-509J21.3	ENSG00000235326.1	14	10	16	21	27	33
RP11-509J21.4	ENSG00000226669.2	3	8	6	1	2	8
GLIS3	ENSG00000107249.17	0	1	4	0	1	1
SLC1A1	ENSG00000106688.7	0	7	1	3	3	1
SPATA6L	ENSG00000106686.12	31	13	29	31	79	42
PPAPDC2	ENSG00000205808.4	443	478	503	667	289	790
RP11-6J24.6	ENSG00000273061.1	55	61	34	54	110	89
CDC37L1	ENSG00000106993.7	1283	807	1150	1147	1956	1330
AK3	ENSG00000147853.12	6067	5358	6267	7190	7008	7202
RP11-307I14.2	ENSG00000220105.2	1	3	1	1	3	0
RCL1	ENSG00000120158.7	4228	4185	4150	4398	3227	3416
RP11-307I14.3	ENSG00000233186.2	20	21	8	17	14	0
AL158147.2	ENSG00000269305.1	31	31	40	29	54	30
HNRNPA1P41	ENSG00000220937.3	7	9	5	5	9	8
JAK2	ENSG00000096968.8	1278	1349	1660	2227	3074	2554
RP11-39K24.2	ENSG00000234534.1	0	1	3	0	0	0
RP11-39K24.9	ENSG00000182347.10	2	2	11	11	5	5
MTND1P11	ENSG00000228166.1	0	1	3	1	1	0
RP11-39K24.4	ENSG00000224083.1	3	5	5	2	8	7
RP11-39K24.14	ENSG00000235917.1	5	0	1	10	2	9
RP11-39K24.12	ENSG00000228097.1	8	5	2	5	0	8
RP11-39K24.13	ENSG00000237711.1	6	14	10	11	0	19
MTND4P14	ENSG00000236254.1	2	0	0	1	0	1
RP11-39K24.7	ENSG00000236567.2	3	0	3	1	1	1
IGHEP2	ENSG00000254017.1	28	19	20	9	4	11
INSL6	ENSG00000120210.6	43	18	24	41	36	32
INSL4	ENSG00000120211.4	0	0	0	0	0	1
RLN2	ENSG00000107014.7	90	73	64	106	128	101
HMGN2P31	ENSG00000214195.4	4	2	1	0	3	4
RLN1	ENSG00000107018.6	16	22	3	19	27	36
RP11-12D24.10	ENSG00000272866.1	1	1	0	1	0	0
RP11-12D24.6	ENSG00000231967.1	2	0	1	0	0	1
PLGRKT	ENSG00000107020.5	2361	1787	1976	1777	3541	2244
RP11-12D24.7	ENSG00000214190.2	0	0	3	0	0	0
CD274	ENSG00000120217.9	240	183	150	186	195	129
PDCD1LG2	ENSG00000197646.6	1	4	0	0	0	2
KIAA1432	ENSG00000107036.7	562	974	997	1754	661	774
RP11-207C16.4	ENSG00000225408.1	0	3	1	0	0	2
ERMP1	ENSG00000099219.9	2767	4098	4342	5623	3697	4881
AK4P4	ENSG00000223621.1	0	0	3	1	1	2
KIAA2026	ENSG00000183354.7	964	808	790	1014	1164	844
MLANA	ENSG00000120215.5	13	12	25	14	8	22
RANBP6	ENSG00000137040.8	1897	2170	4643	4266	8738	4446
RP11-218I7.2	ENSG00000228739.1	3	0	0	1	2	0
RP11-279E1.1	ENSG00000228132.2	2	1	1	1	1	0
RP11-307L3.2	ENSG00000233846.2	86	79	92	72	126	91
UHRF2	ENSG00000147854.12	1987	2449	2806	3752	3013	2940
RP11-307L3.4	ENSG00000233367.1	3	4	1	3	0	3
C9orf38	ENSG00000215066.3	310	174	186	174	290	165
GLDC	ENSG00000178445.8	6	7	12	12	3	19
snoU13	ENSG00000252110.1	0	0	0	0	1	0
RP11-106A1.2	ENSG00000206147.5	1	0	2	3	1	0
RN7SL123P	ENSG00000266863.1	0	0	0	1	0	0
RNF2P1	ENSG00000231381.2	3	8	1	10	5	0
RP11-390F4.10	ENSG00000229611.1	1	3	0	1	6	0
RP11-390F4.3	ENSG00000225489.2	119	178	59	81	261	457
KDM4C	ENSG00000107077.13	1909	2327	1823	2458	1506	2508
RP11-390F4.9	ENSG00000231108.2	2	12	2	0	2	1
SNRPEP2	ENSG00000256968.1	253	121	227	272	222	177
RP11-390F4.8	ENSG00000230581.2	57	45	40	62	11	11
RP11-403H13.1	ENSG00000224972.1	3	3	2	0	3	0
RPL4P5	ENSG00000230207.1	58	93	114	69	126	160
RP11-366I21.1	ENSG00000178654.10	1	0	0	2	0	0
RP11-77E14.2	ENSG00000273056.1	3	3	4	2	19	3
TMEM261	ENSG00000137038.7	3567	3379	2802	3526	3793	2700
PTPRD	ENSG00000153707.11	123	128	237	186	252	221
RP11-134K1.3	ENSG00000235389.2	0	0	1	1	0	0
RP11-134K1.2	ENSG00000212695.4	6	0	4	1	0	0
RNU7-185P	ENSG00000239102.1	0	0	0	1	0	0
RP11-75C9.1	ENSG00000225706.1	19	39	41	30	40	13
RP11-75C9.2	ENSG00000234021.1	0	0	0	0	1	0
RPS26P3	ENSG00000212829.7	151	175	171	114	215	174
RN7SL5P	ENSG00000265735.1	1	5	4	3	1	0
RP11-527D15.1	ENSG00000230920.1	0	0	0	1	0	0
TYRP1	ENSG00000107165.8	0	2	0	0	0	0
RP11-3L8.3	ENSG00000235448.1	0	0	0	0	0	1
LURAP1L	ENSG00000153714.5	18	6	6	2	19	11
TDPX2	ENSG00000214121.4	27	40	32	31	27	20
RP11-382H24.2	ENSG00000234586.2	0	0	0	1	0	0
MPDZ	ENSG00000107186.12	448	730	795	936	800	913
RP11-272P10.2	ENSG00000234740.1	7	4	13	5	5	13
PES1P2	ENSG00000229268.1	5	10	4	9	0	9
RP11-280O24.1	ENSG00000213954.3	0	0	1	0	0	0
NFIB	ENSG00000147862.10	2173	1344	1210	1057	1716	1361
RP11-408A13.3	ENSG00000273399.1	10	6	2	5	13	4
RP11-408A13.4	ENSG00000272871.1	33	23	31	50	80	56
RP11-408A13.1	ENSG00000229029.2	2	3	5	2	5	9
ZDHHC21	ENSG00000175893.7	958	954	1369	1408	1992	1147
CER1	ENSG00000147869.4	0	0	2	1	0	0
FREM1	ENSG00000164946.15	331	588	1097	1165	1306	1700
LDHAP4	ENSG00000214110.3	1459	1580	936	1004	2098	2164
RP11-54D18.3	ENSG00000232000.2	23	16	6	33	22	10
RP11-54D18.2	ENSG00000215237.5	36	36	31	32	86	63
RP11-54D18.4	ENSG00000234297.2	63	86	119	104	173	149
TTC39B	ENSG00000155158.16	612	569	599	809	928	657
RP11-490C5.1	ENSG00000215236.3	2	2	2	4	3	3
SNAPC3	ENSG00000164975.11	4932	3943	3236	3364	8107	6345
RNU6-319P	ENSG00000251834.1	7	2	2	1	7	4
PSIP1	ENSG00000164985.10	15630	15216	21266	19757	28991	24742
FTH1P12	ENSG00000213362.3	176	267	217	150	124	175
CCDC171	ENSG00000164989.11	836	863	960	1159	1669	1406
RNU6-14P	ENSG00000207360.1	0	0	0	1	0	0
C9orf92	ENSG00000205549.4	3	3	0	1	0	7
BNC2	ENSG00000173068.13	3	9	6	4	28	17
RP11-183I6.2	ENSG00000231756.1	2	0	1	0	0	0
CNTLN	ENSG00000044459.10	1060	987	1364	1592	1406	1722
RP11-492A12.2	ENSG00000224488.1	2	1	14	2	1	11
SH3GL2	ENSG00000107295.8	0	0	7	0	6	4
ADAMTSL1	ENSG00000178031.11	0	0	2	0	0	0
RP11-503K16.2	ENSG00000236857.3	1	1	3	4	9	2
FAM154A	ENSG00000155875.9	2	0	0	0	0	1
RP11-296P7.4	ENSG00000236680.1	26	30	56	41	63	59
RRAGA	ENSG00000155876.4	3088	3935	2503	3525	2419	2977
HAUS6	ENSG00000147874.6	3697	4108	5108	5595	7423	4925
SCARNA8	ENSG00000251733.1	7	5	3	8	2	4
RNU6-264P	ENSG00000252943.1	1	0	0	0	0	0
Y_RNA	ENSG00000201118.1	1	0	0	1	0	2
PLIN2	ENSG00000147872.5	13975	16445	11257	11014	35460	33667
RP11-146N23.1	ENSG00000232176.1	2	9	1	5	4	6
DENND4C	ENSG00000137145.16	1316	2155	2114	2902	3350	3423
RP11-146N23.4	ENSG00000232978.2	2	4	5	7	2	2
snoU13	ENSG00000238348.1	1	4	1	1	3	0
RP11-513M16.7	ENSG00000272842.1	20	6	16	20	12	7
RP11-513M16.8	ENSG00000273226.1	25	25	34	36	8	19
RPS6	ENSG00000137154.8	59458	57476	52779	57331	66764	55533
NDUFA5P3	ENSG00000234853.2	0	0	0	1	0	0
ACER2	ENSG00000177076.4	44	32	31	41	5	5
RP11-363E7.4	ENSG00000260912.1	721	308	242	187	1006	512
RP11-363E7.3	ENSG00000231909.7	1	3	1	1	1	0
RP11-378I6.1	ENSG00000261402.1	0	1	0	0	0	0
MLLT3	ENSG00000171843.11	5097	3966	3368	3990	4713	4484
MIR4473	ENSG00000263790.1	0	0	1	0	1	0
RP11-73E6.2	ENSG00000237088.1	4	1	2	0	0	4
FOCAD	ENSG00000188352.8	3302	5029	5199	7073	2175	3552
RP11-4E23.2	ENSG00000227071.1	3	2	8	5	19	14
MIR491	ENSG00000207609.1	1	2	0	1	0	2
PTPLAD2	ENSG00000188921.12	2253	2194	2770	3973	2263	2391
IFNB1	ENSG00000171855.5	0	0	0	1	0	1
IFNW1	ENSG00000177047.5	3	0	0	0	0	0
Y_RNA	ENSG00000199635.1	0	0	0	0	0	3
IFNA20P	ENSG00000226393.1	12	4	5	0	2	1
KLHL9	ENSG00000198642.5	1876	2349	3134	3991	3299	3370
IFNA2	ENSG00000188379.5	0	0	0	0	3	0
IFNWP19	ENSG00000238271.2	0	0	1	0	0	0
IFNE	ENSG00000184995.6	1	0	0	0	0	0
KHSRPP1	ENSG00000229835.2	2	6	1	4	0	0
MTAP	ENSG00000099810.14	2248	1897	2565	3308	1952	1878
AL359922.1	ENSG00000266732.1	6	5	22	14	15	10
TUBB8P1	ENSG00000229298.1	3	3	3	7	11	18
RP11-70L8.4	ENSG00000265194.1	5	6	12	15	28	1
RP11-149I2.5	ENSG00000264801.1	2	1	1	1	0	0
CDKN2A	ENSG00000147889.12	19	15	13	19	18	19
CDKN2B-AS1	ENSG00000240498.2	0	0	6	0	0	0
CDKN2B	ENSG00000147883.9	1	0	0	0	0	1
UBA52P6	ENSG00000215221.2	2	0	0	1	0	0
DMRTA1	ENSG00000176399.3	9	6	15	1	28	23
RP11-370B11.1	ENSG00000236739.3	3	9	4	6	19	11
ELAVL2	ENSG00000107105.10	3	5	14	1	15	10
RP11-321L2.1	ENSG00000231460.2	0	0	0	0	3	0
RP11-20A20.2	ENSG00000269957.1	0	0	1	0	0	0
TUSC1	ENSG00000198680.3	1441	1089	955	885	1133	1252
RP11-33G16.1	ENSG00000236306.1	0	1	0	0	0	0
RP11-337A23.6	ENSG00000253400.1	1	2	2	0	2	0
CAAP1	ENSG00000120159.7	3960	3142	3609	3867	5596	4014
RP11-337A23.5	ENSG00000232466.1	4	14	11	13	8	7
RN7SL100P	ENSG00000240306.2	0	1	0	0	0	0
PLAA	ENSG00000137055.10	3581	3188	3504	4657	2201	2158
IFT74	ENSG00000096872.11	2141	1847	2584	2581	4489	3713
RP11-337A23.3	ENSG00000234676.1	3	5	5	3	8	14
LRRC19	ENSG00000184434.7	6	15	15	22	6	20
RP11-56F10.3	ENSG00000254396.1	102	78	74	141	48	80
TEK	ENSG00000120156.16	575	744	610	807	991	1147
RNA5SP280	ENSG00000223162.1	0	1	0	0	0	1
LINC00032	ENSG00000231459.1	0	0	2	0	1	2
MOB3B	ENSG00000120162.9	73	87	181	164	92	142
RP11-298E2.2	ENSG00000237734.1	0	0	4	0	0	0
IFNK	ENSG00000147896.3	0	0	1	0	0	0
C9orf72	ENSG00000147894.10	1862	1227	1803	1649	4619	2526
CTAGE12P	ENSG00000215441.3	4	3	4	2	2	2
LINGO2	ENSG00000174482.6	2	0	0	0	0	0
RP11-460C6.1	ENSG00000230097.2	9	3	11	11	3	5
RP11-255N24.4	ENSG00000232060.3	17	16	22	17	18	26
RBMXP2	ENSG00000215210.3	400	323	294	272	497	377
RPS26P2	ENSG00000233278.1	0	0	1	0	0	0
SLC25A6P2	ENSG00000232203.3	15	21	18	21	16	24
SLC25A5P8	ENSG00000225347.1	13	4	23	14	13	12
ACO1	ENSG00000122729.14	5969	6221	6547	5942	8127	7493
DDX58	ENSG00000107201.5	691	626	808	817	1485	1171
TOPORS	ENSG00000197579.3	4324	4269	6450	5578	12209	8705
AL353671.1	ENSG00000203542.1	0	3	0	0	0	0
TOPORS-AS1	ENSG00000235453.3	254	159	165	195	363	312
NDUFB6	ENSG00000165264.6	10256	6450	8459	8060	16368	10333
AL353671.4	ENSG00000214006.1	8	3	7	5	14	9
RP11-205M20.7	ENSG00000232303.2	0	2	0	3	1	1
GVQW1	ENSG00000241043.1	16	5	20	18	2	8
RP11-462B18.3	ENSG00000236796.1	0	1	0	0	2	5
RP11-462B18.2	ENSG00000231193.1	1	0	1	0	0	0
RP11-562M8.4	ENSG00000223807.1	2	1	0	0	0	3
ASS1P12	ENSG00000237437.1	9	13	16	5	1	14
APTX	ENSG00000137074.14	4257	3997	4659	3598	6446	4578
TCEA1P4	ENSG00000236184.1	2	0	6	2	5	1
RP11-54K16.2	ENSG00000225693.1	0	3	4	2	0	2
DNAJA1	ENSG00000086061.11	51462	33590	33659	37995	26351	15675
SMU1	ENSG00000122692.7	12372	10905	8281	10075	10527	7780
B4GALT1	ENSG00000086062.8	1202	896	456	742	465	572
RP11-326F20.5	ENSG00000233554.1	45	14	25	26	18	5
SPINK4	ENSG00000122711.4	2	1	8	3	10	5
BAG1	ENSG00000107262.12	6100	5752	5744	5259	5985	5447
CHMP5	ENSG00000086065.9	4449	3490	2771	3483	4345	4015
NFX1	ENSG00000086102.14	3131	4671	4753	5521	3218	4309
AQP3	ENSG00000165272.10	265	150	33	84	20	52
NOL6	ENSG00000165271.12	838	1474	1115	2247	104	178
SUGT1P	ENSG00000226823.1	34	61	33	76	61	44
ANKRD18B	ENSG00000230453.5	66	75	110	120	41	33
SNX18P7	ENSG00000234373.1	0	0	2	1	3	0
RP11-255A11.21	ENSG00000226562.2	2	2	4	10	6	5
TRBV20OR9-2	ENSG00000205274.3	0	0	0	2	0	5
ANXA2P2	ENSG00000231991.3	107	121	209	182	244	217
TRBV21OR9-2	ENSG00000183938.5	3	0	0	0	0	0
PTENP1	ENSG00000237984.2	226	209	192	229	139	161
TRBV26OR9-2	ENSG00000231165.3	18	10	4	25	23	10
RP11-384P7.7	ENSG00000260947.1	106	92	81	89	144	83
RP11-384P7.5	ENSG00000227301.1	4	0	0	0	0	3
RP11-384P7.6	ENSG00000233776.1	0	4	3	3	3	6
PRSS3	ENSG00000010438.12	1	14	7	5	19	5
RP11-133O22.6	ENSG00000235481.2	0	1	2	1	3	4
UBE2R2	ENSG00000107341.4	3177	3289	2226	3250	2117	2475
Y_RNA	ENSG00000200834.1	6	4	3	7	3	5
RNU4ATAC11P	ENSG00000251748.1	1	1	2	0	0	0
RP11-176F3.7	ENSG00000230925.3	2	4	0	3	1	0
UBAP2	ENSG00000137073.16	1591	2518	2986	3916	741	1270
SNORD121A	ENSG00000238886.1	5	5	10	8	3	7
OSTCP8	ENSG00000226801.2	4	2	2	4	5	1
RN7SKP114	ENSG00000222259.1	1	3	1	7	4	1
RP11-537H15.3	ENSG00000228352.2	2	8	5	10	1	4
DCAF12	ENSG00000198876.8	4210	5747	5272	7220	1398	3265
TUBB4BP2	ENSG00000224802.2	0	0	2	0	1	1
RP11-537H15.4	ENSG00000239392.2	0	4	1	3	0	1
AL353662.3	ENSG00000203513.1	2	1	0	0	0	3
UBAP1	ENSG00000165006.9	3306	3280	2525	3111	1460	2575
RP11-571F15.2	ENSG00000227383.1	23	7	1	3	2	1
Y_RNA	ENSG00000200141.1	0	1	1	0	0	0
AL353662.2	ENSG00000203512.1	0	0	0	1	0	1
AL353662.1	ENSG00000203511.3	1	0	1	5	0	0
RNA5SP282	ENSG00000252164.1	0	2	1	1	0	0
RP11-571F15.3	ENSG00000233668.1	10	18	22	17	12	16
KIF24	ENSG00000186638.11	313	610	493	868	213	248
RNU2-50P	ENSG00000222426.1	0	0	1	1	0	0
SERPINH1P1	ENSG00000229207.1	1	24	12	15	2	2
NUDT2	ENSG00000164978.13	917	1060	706	1154	552	696
KIAA1161	ENSG00000164976.8	55	169	143	292	68	42
C9orf24	ENSG00000164972.8	10	24	9	11	17	18
Y_RNA	ENSG00000207032.1	0	1	0	0	0	0
FAM219A	ENSG00000164970.10	121	132	45	110	18	31
DNAI1	ENSG00000122735.11	3	1	0	0	0	1
ENHO	ENSG00000168913.6	0	0	3	2	0	0
CNTFR	ENSG00000122756.10	0	0	0	0	0	2
RPP25L	ENSG00000164967.5	1347	1400	1191	1128	1108	1366
DCTN3	ENSG00000137100.11	3671	3294	2876	2731	5954	4503
ARID3C	ENSG00000205143.2	1	2	1	0	0	0
SIGMAR1	ENSG00000147955.12	13711	12632	11946	13900	4655	8681
GALT	ENSG00000213930.7	1030	1161	1078	971	785	1759
IL11RA	ENSG00000137070.13	152	150	98	96	26	128
RP11-195F19.30	ENSG00000261215.1	0	0	1	0	0	0
RP11-195F19.5	ENSG00000187186.10	1	1	0	2	0	2
RP11-195F19.9	ENSG00000230074.1	9	14	12	15	7	30
CCL19	ENSG00000172724.7	1	0	0	0	0	0
GLULP4	ENSG00000178723.7	305	481	352	162	606	914
YWHAZP6	ENSG00000215199.3	22	20	12	22	33	23
KIAA1045	ENSG00000122733.11	3	0	0	0	0	0
DNAJB5	ENSG00000137094.10	26	29	30	55	9	18
SYF2P2	ENSG00000233148.2	2	0	0	0	0	0
C9orf131	ENSG00000174038.8	15	10	17	11	0	0
FLJ00273	ENSG00000269510.1	0	1	0	0	0	0
RN7SL338P	ENSG00000241568.2	0	0	0	1	0	0
VCP	ENSG00000165280.11	43170	45777	41831	44723	21462	26966
FANCG	ENSG00000221829.5	2778	3413	2637	3685	539	1856
PIGO	ENSG00000165282.9	910	1224	934	1798	143	394
RP11-182N22.8	ENSG00000234181.1	0	2	2	0	0	2
STOML2	ENSG00000165283.11	14008	13285	13285	12559	14038	13537
FAM214B	ENSG00000005238.15	602	678	157	334	75	177
RP11-182N22.7	ENSG00000215198.3	2	2	0	0	2	6
UNC13B	ENSG00000198722.8	145	335	280	487	179	272
AL160274.1	ENSG00000268482.1	0	2	0	0	1	0
ATP8B5P	ENSG00000179766.13	65	39	47	46	97	84
RUSC2	ENSG00000198853.7	243	554	108	554	27	27
RPL36AP33	ENSG00000235619.1	0	0	0	0	0	1
FAM166B	ENSG00000215187.5	1	1	0	1	0	0
RP11-156G14.6	ENSG00000227852.1	1	2	0	0	4	0
TESK1	ENSG00000107140.11	113	126	37	148	2	9
CD72	ENSG00000137101.8	125	170	147	122	262	426
RP11-331F9.3	ENSG00000231393.1	43	59	27	37	50	84
RP11-331F9.4	ENSG00000227933.1	4	2	1	0	0	1
SIT1	ENSG00000137078.4	4	5	2	9	1	5
RMRP	ENSG00000269900.2	10	11	3	9	2	1
CCDC107	ENSG00000159884.7	107	135	128	80	81	68
ARHGEF39	ENSG00000137135.13	1869	1828	1326	1547	960	1440
CA9	ENSG00000107159.8	22	14	16	17	8	19
TPM2	ENSG00000198467.9	362	460	244	327	225	272
TLN1	ENSG00000137076.14	8951	27879	10208	26588	1895	4245
CREB3	ENSG00000107175.6	2045	1888	1744	1651	1704	2395
GBA2	ENSG00000070610.10	2452	2588	2437	2851	330	1181
RGP1	ENSG00000107185.8	307	496	427	506	215	457
RP11-112J3.16	ENSG00000227388.2	100	83	61	80	132	129
NPR2	ENSG00000159899.10	141	126	123	144	95	86
SPAG8	ENSG00000137098.9	45	53	37	31	19	51
HINT2	ENSG00000137133.6	3296	3428	3037	2424	5519	4625
TMEM8B	ENSG00000137103.12	56	117	42	87	29	71
FAM221B	ENSG00000204930.5	0	1	0	1	0	2
LINC00961	ENSG00000235387.1	0	1	2	1	1	0
PGAM1P2	ENSG00000225639.1	7	15	8	10	8	15
YBX1P10	ENSG00000213866.3	82	256	240	265	256	178
RECK	ENSG00000122707.7	1068	1227	1664	1575	3317	2459
GLIPR2	ENSG00000122694.11	2308	2405	2412	1918	1546	2094
CLTA	ENSG00000122705.12	9210	9167	6526	8644	4895	4757
GNE	ENSG00000159921.10	386	535	835	884	364	399
RNU4-53P	ENSG00000222760.1	0	0	1	0	0	1
HMGB3P24	ENSG00000215283.3	9	11	27	14	24	11
RNF38	ENSG00000137075.13	1488	2236	1845	3025	1166	1746
MELK	ENSG00000165304.3	4404	4200	5451	5646	5743	3846
RP11-297B17.2	ENSG00000125385.9	1	4	7	2	0	3
RP11-220I1.5	ENSG00000260100.1	0	0	3	0	1	3
RP11-220I1.1	ENSG00000233137.2	920	1055	1070	1668	995	1099
RP11-220I1.2	ENSG00000233242.2	0	0	1	0	0	0
ZCCHC7	ENSG00000147905.13	1487	1472	1507	1845	2639	2457
Y_RNA	ENSG00000200502.1	5	10	9	6	6	0
RP11-220I1.4	ENSG00000228292.1	1	2	1	0	0	3
Y_RNA	ENSG00000206784.1	0	0	1	0	0	0
RP11-397D12.4	ENSG00000224648.1	1	0	2	0	0	0
GRHPR	ENSG00000137106.13	2813	4583	2495	3031	1657	2363
ZBTB5	ENSG00000168795.4	481	747	707	800	562	806
RN7SL463P	ENSG00000264255.1	0	0	0	0	1	0
RP11-405L18.2	ENSG00000187988.4	0	1	0	0	0	1
POLR1E	ENSG00000137054.11	2012	2054	2225	2260	2263	2051
RP11-405L18.4	ENSG00000230188.1	0	0	1	2	0	0
RP11-613M10.6	ENSG00000234160.1	30	34	41	49	15	14
FBXO10	ENSG00000147912.8	17	22	19	35	4	3
TOMM5	ENSG00000175768.8	349	325	423	379	625	425
RP11-613M10.9	ENSG00000255872.3	0	2	0	1	1	0
RAB1C	ENSG00000233111.1	12	13	13	7	0	4
FRMPD1	ENSG00000070601.5	0	7	2	0	0	0
